trial,system,satisfaction,condorcet_compliance,monotonicity_violation_rate
12,Borda,0.525,False,0.0
12,IRV,0.5216666666666667,True,0.0
12,RankedPairs,0.5216666666666667,True,0.0
13,Plurality,0.49333333333333335,False,0.0
13,Borda,0.521666666666667,True,0.0
13,IRV,0.521666666666667,True,0.0
13,RankedPairs,0.521666666666667,True,0.0
14,Plurality,0.5283333333333333,True,0.0
14,Borda,0.5333333333333334,False,0.0
14,IRV,0.5283333333333333,True,0.0
14,RankedPairs,0.5283333333333333,True,0.0
15,Plurality,0.5233333333333331,False,0.0
15,Borda,0.5316666666666667,True,0.0
15,IRV,0.5316666666666667,True,0.0
15,RankedPairs,0.5316666666666667,True,0.0
16,Plurality,0.5066666666666668,,0.0
16,Borda,0.5066666666666668,,0.0
16,IRV,0.5049999999999999,,0.0
16,RankedPairs,0.5066666666666668,,0.0
17,Plurality,0.5483333333333332,True,0.0
17,Borda,0.5483333333333332,True,0.0
17,IRV,0.5483333333333332,True,0.0
17,RankedPairs,0.5483333333333332,True,0.0
18,Plurality,0.5316666666666668,,0.0
18,Borda,0.5316666666666668,,0.0
18,IRV,0.5316666666666668,,0.0
18,RankedPairs,0.5083333333333335,,0.0
19,Plurality,0.5200000000000001,True,0.0
19,Borda,0.5200000000000001,True,0.0
19,IRV,0.5200000000000001,True,0.0
19,RankedPairs,0.5200000000000001,True,0.0
20,Plurality,0.54,True,0.0
20,Borda,0.54,True,0.0
20,IRV,0.54,True,0.0
20,RankedPairs,0.54,True,0.0
21,Plurality,0.5349999999999997,,0.0
21,Borda,0.5349999999999997,,0.0
21,IRV,0.5349999999999997,,0.0
21,RankedPairs,0.5349999999999997,,0.0
22,Plurality,0.5183333333333333,True,0.0
22,Borda,0.5183333333333333,True,0.0
22,IRV,0.5183333333333333,True,0.0
22,RankedPairs,0.5183333333333333,True,0.0
23,Plurality,0.5333333333333334,True,0.0
23,Borda,0.5333333333333334,True,0.0
23,IRV,0.5333333333333334,True,0.0
23,RankedPairs,0.5333333333333334,True,0.0
24,Plurality,0.5183333333333334,,0.0
24,Borda,0.5183333333333334,,0.0
24,IRV,0.5183333333333334,,0.0
24,RankedPairs,0.5183333333333334,,0.0
25,Plurality,0.5116666666666667,False,0.0
25,Borda,0.5350000000000003,True,0.0
25,IRV,0.5350000000000003,True,0.0
25,RankedPairs,0.5350000000000003,True,0.0
26,Plurality,0.5333333333333337,True,0.0
26,Borda,0.5333333333333337,True,0.0
26,IRV,0.5333333333333337,True,0.0
26,RankedPairs,0.5333333333333337,True,0.0
27,Plurality,0.5,False,0.0
27,Borda,0.5300000000000001,True,0.0
27,IRV,0.5300000000000001,True,0.0
27,RankedPairs,0.5300000000000001,True,0.0
28,Plurality,0.5416666666666669,True,0.0
28,Borda,0.5416666666666669,True,0.0
28,IRV,0.5416666666666669,True,0.0
28,RankedPairs,0.5416666666666669,True,0.0
29,Plurality,0.49333333333333373,,0.0
29,Borda,0.5083333333333333,,0.0
29,IRV,0.5033333333333333,,0.0
29,RankedPairs,0.5033333333333333,,0.0
30,Plurality,0.4983333333333333,False,0.0
30,Borda,0.5116666666666668,True,0.0
30,IRV,0.5116666666666668,True,0.0
30,RankedPairs,0.5116666666666668,True,0.0
31,Plurality,0.5416666666666666,True,0.0
31,Borda,0.5416666666666666,True,0.0
31,IRV,0.5416666666666666,True,0.0
31,RankedPairs,0.5416666666666666,True,0.0
32,Plurality,0.5083333333333331,,0.0
32,Borda,0.5233333333333333,,0.0
32,IRV,0.5050000000000001,,0.0
32,RankedPairs,0.5233333333333333,,0.0
33,Plurality,0.5183333333333333,False,0.0
33,Borda,0.5550000000000003,True,0.0
33,IRV,0.5550000000000003,True,0.0
33,RankedPairs,0.5550000000000003,True,0.0
34,Plurality,0.4966666666666667,,0.0
34,Borda,0.5233333333333333,,0.0
34,IRV,0.5233333333333333,,0.0
34,RankedPairs,0.5183333333333333,,0.0
35,Plurality,0.5316666666666665,False,0.0
35,Borda,0.5366666666666667,True,0.0
35,IRV,0.5366666666666667,True,0.0
35,RankedPairs,0.5366666666666667,True,0.0
36,Plurality,0.5099999999999998,,0.0
36,Borda,0.5166666666666667,,0.0
36,IRV,0.5166666666666667,,0.0
36,RankedPairs,0.5166666666666667,,0.0
37,Plurality,0.5416666666666665,True,0.0
37,Borda,0.5416666666666665,True,0.0
37,IRV,0.5416666666666665,True,0.0
37,RankedPairs,0.5416666666666665,True,0.0
38,Plurality,0.505,False,0.0
38,Borda,0.5166666666666667,True,0.0
38,IRV,0.5166666666666667,True,0.0
38,RankedPairs,0.5166666666666667,True,0.0
39,Plurality,0.5449999999999999,True,0.0
39,Borda,0.5449999999999999,True,0.0
39,IRV,0.5449999999999999,True,0.0
39,RankedPairs,0.5449999999999999,True,0.0
40,Plurality,0.48833333333333323,False,0.0
40,Borda,0.5383333333333334,True,0.0
40,IRV,0.5383333333333334,True,0.0
40,RankedPairs,0.5383333333333334,True,0.0
41,Plurality,0.5033333333333333,,0.0
41,Borda,0.5116666666666666,,0.0
41,IRV,0.5033333333333333,,0.0
41,RankedPairs,0.5033333333333333,,0.0
42,Plurality,0.531666666666667,False,0.0
42,Borda,0.531666666666667,False,0.0
42,IRV,0.5216666666666664,True,0.0
42,RankedPairs,0.5216666666666664,True,0.0
43,Plurality,0.5199999999999997,False,0.0
43,Borda,0.5199999999999997,False,0.0
43,IRV,0.52,True,0.0
43,RankedPairs,0.52,True,0.0
44,Plurality,0.5166666666666664,False,0.0
44,Borda,0.531666666666667,True,0.0
44,IRV,0.531666666666667,True,0.0
44,RankedPairs,0.531666666666667,True,0.0
45,Plurality,0.5099999999999997,False,0.0
45,Borda,0.5433333333333334,True,0.0
45,IRV,0.5433333333333334,True,0.0
45,RankedPairs,0.5433333333333334,True,0.0
46,Plurality,0.5416666666666664,True,0.0
46,Borda,0.5416666666666664,True,0.0
46,IRV,0.5416666666666664,True,0.0
46,RankedPairs,0.5416666666666664,True,0.0
47,Plurality,0.5349999999999998,True,0.0
47,Borda,0.5349999999999998,True,0.0
47,IRV,0.5349999999999998,True,0.0
47,RankedPairs,0.5349999999999998,True,0.0
48,Plurality,0.5133333333333332,,0.0
48,Borda,0.5133333333333332,,0.0
48,IRV,0.49333333333333323,,0.0
48,RankedPairs,0.5016666666666667,,0.0
49,Plurality,0.5450000000000004,True,0.0
49,Borda,0.5450000000000004,True,0.0
49,IRV,0.5450000000000004,True,0.0
49,RankedPairs,0.5450000000000004,True,0.0
50,Plurality,0.555,True,0.0
50,Borda,0.555,True,0.0
50,IRV,0.555,True,0.0
50,RankedPairs,0.555,True,0.0
51,Plurality,0.5416666666666666,True,0.0
51,Borda,0.5416666666666666,True,0.0
51,IRV,0.5416666666666666,True,0.0
51,RankedPairs,0.5416666666666666,True,0.0
52,Plurality,0.5183333333333334,False,0.0
52,Borda,0.5316666666666664,True,0.0
52,IRV,0.5316666666666664,True,0.0
52,RankedPairs,0.5316666666666664,True,0.0
53,Plurality,0.5216666666666666,True,0.0
53,Borda,0.5233333333333331,False,0.0
53,IRV,0.5216666666666666,True,0.0
53,RankedPairs,0.5216666666666666,True,0.0
54,Plurality,0.5200000000000002,,0.0
54,Borda,0.5200000000000002,,0.0
54,IRV,0.48333333333333345,,0.0
54,RankedPairs,0.5200000000000002,,0.0
55,Plurality,0.5100000000000001,True,0.0
55,Borda,0.5100000000000001,True,0.0
55,IRV,0.5100000000000001,True,0.0
55,RankedPairs,0.5100000000000001,True,0.0
56,Plurality,0.5333333333333333,True,0.0
56,Borda,0.5333333333333333,True,0.0
56,IRV,0.5333333333333333,True,0.0
56,RankedPairs,0.5333333333333333,True,0.0
57,Plurality,0.5199999999999999,True,0.0
57,Borda,0.5283333333333331,False,0.0
57,IRV,0.5199999999999999,True,0.0
57,RankedPairs,0.5199999999999999,True,0.0
58,Plurality,0.5116666666666664,True,0.0
58,Borda,0.5116666666666664,True,0.0
58,IRV,0.5116666666666664,True,0.0
58,RankedPairs,0.5116666666666664,True,0.0
59,Plurality,0.525,,0.0
59,Borda,0.525,,0.0
59,IRV,0.5016666666666669,,0.0
59,RankedPairs,0.5016666666666669,,0.0
60,Plurality,0.49833333333333335,,0.0
60,Borda,0.5099999999999999,,0.0
60,IRV,0.5066666666666668,,0.0
60,RankedPairs,0.5099999999999999,,0.0
61,Plurality,0.5383333333333336,False,0.0
61,Borda,0.5383333333333336,False,0.0
61,IRV,0.5333333333333335,True,0.0
61,RankedPairs,0.5333333333333335,True,0.0
62,Plurality,0.5183333333333335,,0.0
62,Borda,0.5183333333333335,,0.0
62,IRV,0.5183333333333335,,0.1
62,RankedPairs,0.5183333333333335,,0.0
63,Plurality,0.53,True,0.0
63,Borda,0.53,True,0.0
63,IRV,0.53,True,0.0
63,RankedPairs,0.53,True,0.0
64,Plurality,0.4883333333333335,False,0.0
64,Borda,0.5216666666666666,True,0.0
64,IRV,0.5216666666666666,True,0.0
64,RankedPairs,0.5216666666666666,True,0.0
65,Plurality,0.5099999999999999,True,0.0
65,Borda,0.5133333333333335,False,0.0
65,IRV,0.5099999999999999,True,0.0
65,RankedPairs,0.5099999999999999,True,0.0
66,Plurality,0.5199999999999999,True,0.0
66,Borda,0.5199999999999999,True,0.0
66,IRV,0.5199999999999999,True,0.0
66,RankedPairs,0.5199999999999999,True,0.0
67,Plurality,0.545,True,0.0
67,Borda,0.545,True,0.0
67,IRV,0.545,True,0.0
67,RankedPairs,0.545,True,0.0
68,Plurality,0.501666666666667,,0.0
68,Borda,0.5099999999999999,,0.0
68,IRV,0.5066666666666665,,0.0
68,RankedPairs,0.5099999999999999,,0.0
69,Plurality,0.5283333333333335,True,0.0
69,Borda,0.5283333333333335,True,0.0
69,IRV,0.5283333333333335,True,0.0
69,RankedPairs,0.5283333333333335,True,0.0
70,Plurality,0.5183333333333333,,0.0
70,Borda,0.5183333333333333,,0.0
70,IRV,0.5183333333333333,,0.0
70,RankedPairs,0.5183333333333333,,0.0
71,Plurality,0.5233333333333335,True,0.0
71,Borda,0.5233333333333335,True,0.0
71,IRV,0.5233333333333335,True,0.0
71,RankedPairs,0.5233333333333335,True,0.0
72,Plurality,0.4866666666666665,False,0.0
72,Borda,0.5316666666666667,True,0.0
72,IRV,0.5316666666666667,True,0.0
72,RankedPairs,0.5316666666666667,True,0.0
73,Plurality,0.5366666666666666,True,0.0
73,Borda,0.5366666666666666,True,0.0
73,IRV,0.5366666666666666,True,0.0
73,RankedPairs,0.5366666666666666,True,0.0
74,Plurality,0.5333333333333334,True,0.0
74,Borda,0.5333333333333334,True,0.0
74,IRV,0.5333333333333334,True,0.0
74,RankedPairs,0.5333333333333334,True,0.0
75,Plurality,0.49833333333333335,,0.0
75,Borda,0.51,,0.0
75,IRV,0.51,,0.0
75,RankedPairs,0.51,,0.0
76,Plurality,0.52,,0.0
76,Borda,0.52,,0.0
76,IRV,0.52,,0.0
76,RankedPairs,0.52,,0.0
77,Plurality,0.5383333333333331,True,0.0
77,Borda,0.5383333333333331,True,0.0
77,IRV,0.5383333333333331,True,0.0
77,RankedPairs,0.5383333333333331,True,0.0
78,Plurality,0.5033333333333333,False,0.0
78,Borda,0.5433333333333338,True,0.0
78,IRV,0.5433333333333338,True,0.0
78,RankedPairs,0.5433333333333338,True,0.0
79,Plurality,0.5283333333333333,True,0.0
79,Borda,0.5283333333333333,True,0.0
79,IRV,0.5283333333333333,True,0.0
79,RankedPairs,0.5283333333333333,True,0.0
80,Plurality,0.5266666666666667,True,0.0
80,Borda,0.5266666666666667,True,0.0
80,IRV,0.5266666666666667,True,0.0
80,RankedPairs,0.5266666666666667,True,0.0
81,Plurality,0.5466666666666666,True,0.0
81,Borda,0.5466666666666666,True,0.0
81,IRV,0.5466666666666666,True,0.0
81,RankedPairs,0.5466666666666666,True,0.0
82,Plurality,0.5016666666666668,False,0.0
82,Borda,0.5316666666666666,True,0.0
82,IRV,0.5316666666666666,True,0.0
82,RankedPairs,0.5316666666666666,True,0.0
83,Plurality,0.5516666666666665,True,0.0
83,Borda,0.5516666666666665,True,0.0
83,IRV,0.5516666666666665,True,0.0
83,RankedPairs,0.5516666666666665,True,0.0
84,Plurality,0.5216666666666666,,0.0
84,Borda,0.5216666666666666,,0.0
84,IRV,0.5216666666666666,,0.0
84,RankedPairs,0.5099999999999998,,0.0
85,Plurality,0.5233333333333332,True,0.0
85,Borda,0.5233333333333332,True,0.0
85,IRV,0.5233333333333332,True,0.0
85,RankedPairs,0.5233333333333332,True,0.0
86,Plurality,0.53,True,0.0
86,Borda,0.53,True,0.0
86,IRV,0.53,True,0.0
86,RankedPairs,0.53,True,0.0
87,Plurality,0.5049999999999998,,0.0
87,Borda,0.5049999999999998,,0.0
87,IRV,0.5033333333333334,,0.0
87,RankedPairs,0.5049999999999998,,0.0
88,Plurality,0.5,,0.0
88,Borda,0.5066666666666667,,0.0
88,IRV,0.5,,0.0
88,RankedPairs,0.5066666666666667,,0.0
89,Plurality,0.5383333333333334,True,0.0
89,Borda,0.5383333333333334,True,0.0
89,IRV,0.5383333333333334,True,0.0
89,RankedPairs,0.5383333333333334,True,0.0
90,Plurality,0.5666666666666668,True,0.0
90,Borda,0.5666666666666668,True,0.0
90,IRV,0.5666666666666668,True,0.0
90,RankedPairs,0.5666666666666668,True,0.0
91,Plurality,0.5050000000000002,,0.0
91,Borda,0.5116666666666666,,0.0
91,IRV,0.5050000000000002,,0.0
91,RankedPairs,0.5116666666666666,,0.0
92,Plurality,0.5233333333333332,True,0.0
92,Borda,0.5233333333333332,True,0.0
92,IRV,0.5233333333333332,True,0.0
92,RankedPairs,0.5233333333333332,True,0.0
93,Plurality,0.515,,0.0
93,Borda,0.515,,0.0
93,IRV,0.5100000000000002,,0.0
93,RankedPairs,0.5100000000000002,,0.0
94,Plurality,0.5316666666666664,True,0.0
94,Borda,0.5316666666666664,True,0.0
94,IRV,0.5316666666666664,True,0.0
94,RankedPairs,0.5316666666666664,True,0.0
95,Plurality,0.5566666666666668,True,0.0
95,Borda,0.5566666666666668,True,0.0
95,IRV,0.5566666666666668,True,0.0
95,RankedPairs,0.5566666666666668,True,0.0
96,Plurality,0.5016666666666668,,0.0
96,Borda,0.5249999999999999,,0.0
96,IRV,0.5249999999999999,,0.0
96,RankedPairs,0.5249999999999999,,0.0
97,Plurality,0.49666666666666665,False,0.0
97,Borda,0.525,True,0.0
97,IRV,0.525,True,0.0
97,RankedPairs,0.525,True,0.0
98,Plurality,0.5483333333333335,True,0.0
98,Borda,0.5483333333333335,True,0.0
98,IRV,0.5483333333333335,True,0.0
98,RankedPairs,0.5483333333333335,True,0.0
99,Plurality,0.5199999999999999,True,0.0
99,Borda,0.5199999999999999,True,0.0
99,IRV,0.5199999999999999,True,0.0
99,RankedPairs,0.5199999999999999,True,0.0
100,Plurality,0.5183333333333334,,0.0
100,Borda,0.525,,0.0
100,IRV,0.525,,0.0
100,RankedPairs,0.525,,0.0
101,Plurality,0.5333333333333333,True,0.0
101,Borda,0.5333333333333333,True,0.0
101,IRV,0.5333333333333333,True,0.0
101,RankedPairs,0.5333333333333333,True,0.0
102,Plurality,0.5216666666666666,False,0.0
102,Borda,0.5300000000000001,True,0.0
102,IRV,0.5300000000000001,True,0.0
102,RankedPairs,0.5300000000000001,True,0.0
103,Plurality,0.5133333333333333,,0.0
103,Borda,0.5133333333333333,,0.0
103,IRV,0.4983333333333335,,0.0
103,RankedPairs,0.5100000000000001,,0.0
104,Plurality,0.49,False,0.0
104,Borda,0.5233333333333333,True,0.0
104,IRV,0.5233333333333333,True,0.0
104,RankedPairs,0.5233333333333333,True,0.0
105,Plurality,0.5416666666666665,True,0.0
105,Borda,0.5416666666666665,True,0.0
105,IRV,0.5416666666666665,True,0.0
105,RankedPairs,0.5416666666666665,True,0.0
106,Plurality,0.5483333333333333,True,0.0
106,Borda,0.5483333333333333,True,0.0
106,IRV,0.5483333333333333,True,0.0
106,RankedPairs,0.5483333333333333,True,0.0
107,Plurality,0.53,False,0.0
107,Borda,0.53,False,0.0
107,IRV,0.5283333333333331,True,0.0
107,RankedPairs,0.5283333333333331,True,0.0
108,Plurality,0.5333333333333331,True,0.0
108,Borda,0.5333333333333331,True,0.0
108,IRV,0.5333333333333331,True,0.0
108,RankedPairs,0.5333333333333331,True,0.0
109,Plurality,0.51,False,0.0
109,Borda,0.5233333333333334,True,0.0
109,IRV,0.5233333333333334,True,0.0
109,RankedPairs,0.5233333333333334,True,0.0
110,Plurality,0.5083333333333332,True,0.0
110,Borda,0.5133333333333334,False,0.0
110,IRV,0.5083333333333332,True,0.0
110,RankedPairs,0.5083333333333332,True,0.0
111,Plurality,0.5483333333333336,True,0.0
111,Borda,0.5483333333333336,True,0.0
111,IRV,0.5483333333333336,True,0.0
111,RankedPairs,0.5483333333333336,True,0.0
112,Plurality,0.5383333333333333,True,0.0
112,Borda,0.5383333333333333,True,0.0
112,IRV,0.5383333333333333,True,0.0
112,RankedPairs,0.5383333333333333,True,0.0
113,Plurality,0.525,,0.0
113,Borda,0.525,,0.0
113,IRV,0.5133333333333338,,0.0
113,RankedPairs,0.525,,0.0
114,Plurality,0.5133333333333332,False,0.0
114,Borda,0.5433333333333333,True,0.0
114,IRV,0.5433333333333333,True,0.0
114,RankedPairs,0.5433333333333333,True,0.0
115,Plurality,0.5266666666666668,,0.0
115,Borda,0.5266666666666668,,0.0
115,IRV,0.515,,0.2
115,RankedPairs,0.515,,0.0
116,Plurality,0.5483333333333332,True,0.0
116,Borda,0.5483333333333332,True,0.0
116,IRV,0.5483333333333332,True,0.0
116,RankedPairs,0.5483333333333332,True,0.0
117,Plurality,0.5083333333333333,False,0.0
117,Borda,0.5249999999999997,True,0.0
117,IRV,0.5249999999999997,True,0.0
117,RankedPairs,0.5249999999999997,True,0.0
118,Plurality,0.5083333333333332,False,0.0
118,Borda,0.5283333333333335,True,0.0
118,IRV,0.5283333333333335,True,0.0
118,RankedPairs,0.5283333333333335,True,0.0
119,Plurality,0.5399999999999998,True,0.0
119,Borda,0.5399999999999998,True,0.0
119,IRV,0.5399999999999998,True,0.0
119,RankedPairs,0.5399999999999998,True,0.0
120,Plurality,0.5183333333333331,False,0.0
120,Borda,0.5200000000000001,True,0.0
120,IRV,0.5200000000000001,True,0.0
120,RankedPairs,0.5200000000000001,True,0.0
121,Plurality,0.5233333333333335,,0.0
121,Borda,0.5233333333333335,,0.0
121,IRV,0.5233333333333335,,0.0
121,RankedPairs,0.5016666666666666,,0.0
122,Plurality,0.5616666666666664,True,0.0
122,Borda,0.5616666666666664,True,0.0
122,IRV,0.5616666666666664,True,0.0
122,RankedPairs,0.5616666666666664,True,0.0
123,Plurality,0.5316666666666664,True,0.0
123,Borda,0.5316666666666664,True,0.0
123,IRV,0.5316666666666664,True,0.0
123,RankedPairs,0.5316666666666664,True,0.0
124,Plurality,0.525,True,0.0
124,Borda,0.525,True,0.0
124,IRV,0.525,True,0.0
124,RankedPairs,0.525,True,0.0
125,Plurality,0.5166666666666668,False,0.0
125,Borda,0.5299999999999999,True,0.0
125,IRV,0.5299999999999999,True,0.0
125,RankedPairs,0.5299999999999999,True,0.0
126,Plurality,0.5049999999999999,,0.0
126,Borda,0.5049999999999999,,0.0
126,IRV,0.5016666666666668,,0.1
126,RankedPairs,0.4983333333333335,,0.0
127,Plurality,0.5016666666666669,,0.0
127,Borda,0.5150000000000001,,0.0
127,IRV,0.5016666666666669,,0.0
127,RankedPairs,0.5016666666666669,,0.0
128,Plurality,0.5133333333333335,True,0.0
128,Borda,0.5133333333333335,True,0.0
128,IRV,0.5133333333333335,True,0.0
128,RankedPairs,0.5133333333333335,True,0.0
129,Plurality,0.5016666666666666,False,0.0
129,Borda,0.5150000000000001,True,0.0
129,IRV,0.5150000000000001,True,0.0
129,RankedPairs,0.5150000000000001,True,0.0
130,Plurality,0.5100000000000001,,0.0
130,Borda,0.5099999999999999,,0.0
130,IRV,0.5100000000000001,,0.0
130,RankedPairs,0.5100000000000001,,0.0
131,Plurality,0.5316666666666666,True,0.0
131,Borda,0.5316666666666666,True,0.0
131,IRV,0.5316666666666666,True,0.0
131,RankedPairs,0.5316666666666666,True,0.0
132,Plurality,0.5316666666666667,,0.0
132,Borda,0.5316666666666667,,0.0
132,IRV,0.5083333333333335,,0.0
132,RankedPairs,0.5083333333333335,,0.0
133,Plurality,0.5216666666666666,True,0.0
133,Borda,0.5216666666666666,True,0.0
133,IRV,0.5216666666666666,True,0.0
133,RankedPairs,0.5216666666666666,True,0.0
134,Plurality,0.5233333333333332,False,0.0
134,Borda,0.5383333333333334,True,0.0
134,IRV,0.5383333333333334,True,0.0
134,RankedPairs,0.5383333333333334,True,0.0
135,Plurality,0.5383333333333333,True,0.0
135,Borda,0.5383333333333333,True,0.0
135,IRV,0.5383333333333333,True,0.0
135,RankedPairs,0.5383333333333333,True,0.0
136,Plurality,0.4766666666666666,,0.0
136,Borda,0.5166666666666668,,0.0
136,IRV,0.5166666666666666,,0.0
136,RankedPairs,0.5166666666666668,,0.0
137,Plurality,0.5249999999999998,True,0.0
137,Borda,0.5249999999999998,True,0.0
137,IRV,0.5249999999999998,True,0.0
137,RankedPairs,0.5249999999999998,True,0.0
138,Plurality,0.5366666666666667,False,0.0
138,Borda,0.5366666666666667,False,0.0
138,IRV,0.5183333333333335,True,0.0
138,RankedPairs,0.5183333333333335,True,0.0
139,Plurality,0.5216666666666667,,0.0
139,Borda,0.5216666666666667,,0.0
139,IRV,0.5216666666666667,,0.0
139,RankedPairs,0.5000000000000003,,0.0
140,Plurality,0.5166666666666664,,0.0
140,Borda,0.5216666666666666,,0.0
140,IRV,0.5166666666666664,,0.0
140,RankedPairs,0.5216666666666666,,0.0
141,Plurality,0.5166666666666666,True,0.0
141,Borda,0.5166666666666666,True,0.0
141,IRV,0.5166666666666666,True,0.0
141,RankedPairs,0.5166666666666666,True,0.0
142,Plurality,0.5400000000000005,True,0.0
142,Borda,0.5400000000000005,True,0.0
142,IRV,0.5400000000000005,True,0.0
142,RankedPairs,0.5400000000000005,True,0.0
143,Plurality,0.5233333333333333,True,0.0
143,Borda,0.5233333333333333,True,0.0
143,IRV,0.5233333333333333,True,0.0
143,RankedPairs,0.5233333333333333,True,0.0
144,Plurality,0.5233333333333333,True,0.0
144,Borda,0.5350000000000003,False,0.0
144,IRV,0.5233333333333333,True,0.0
144,RankedPairs,0.5233333333333333,True,0.0
145,Plurality,0.5333333333333335,True,0.0
145,Borda,0.5333333333333335,True,0.0
145,IRV,0.5333333333333335,True,0.0
145,RankedPairs,0.5333333333333335,True,0.0
146,Plurality,0.5183333333333333,True,0.0
146,Borda,0.5299999999999999,False,0.0
146,IRV,0.5183333333333333,True,0.0
146,RankedPairs,0.5183333333333333,True,0.0
147,Plurality,0.49833333333333335,False,0.0
147,Borda,0.5416666666666665,True,0.0
147,IRV,0.5416666666666665,True,0.0
147,RankedPairs,0.5416666666666665,True,0.0
148,Plurality,0.5100000000000001,,0.0
148,Borda,0.5116666666666664,,0.0
148,IRV,0.5100000000000001,,0.0
148,RankedPairs,0.5116666666666664,,0.0
149,Plurality,0.5133333333333334,,0.0
149,Borda,0.5133333333333333,,0.0
149,IRV,0.5116666666666666,,0.0
149,RankedPairs,0.5116666666666666,,0.0
150,Plurality,0.5533333333333335,True,0.0
150,Borda,0.5533333333333335,True,0.0
150,IRV,0.5533333333333335,True,0.0
150,RankedPairs,0.5533333333333335,True,0.0
151,Plurality,0.5266666666666666,True,0.0
151,Borda,0.5266666666666666,True,0.0
151,IRV,0.5266666666666666,True,0.0
151,RankedPairs,0.5266666666666666,True,0.0
152,Plurality,0.5333333333333332,True,0.0
152,Borda,0.5350000000000003,False,0.0
152,IRV,0.5333333333333332,True,0.0
152,RankedPairs,0.5333333333333332,True,0.0
153,Plurality,0.5583333333333337,True,0.0
153,Borda,0.5583333333333337,True,0.0
153,IRV,0.5583333333333337,True,0.0
153,RankedPairs,0.5583333333333337,True,0.0
154,Plurality,0.5433333333333334,True,0.0
154,Borda,0.5433333333333334,True,0.0
154,IRV,0.5433333333333334,True,0.0
154,RankedPairs,0.5433333333333334,True,0.0
155,Plurality,0.5116666666666667,,0.0
155,Borda,0.5116666666666667,,0.0
155,IRV,0.5083333333333334,,0.0
155,RankedPairs,0.5083333333333334,,0.0
156,Plurality,0.521666666666667,True,0.0
156,Borda,0.521666666666667,True,0.0
156,IRV,0.521666666666667,True,0.0
156,RankedPairs,0.521666666666667,True,0.0
157,Plurality,0.493333333333333,False,0.0
157,Borda,0.5533333333333335,True,0.0
157,IRV,0.5533333333333335,True,0.0
157,RankedPairs,0.5533333333333335,True,0.0
158,Plurality,0.5233333333333335,,0.0
158,Borda,0.5233333333333335,,0.0
158,IRV,0.5233333333333335,,0.0
158,RankedPairs,0.5,,0.0
159,Plurality,0.49833333333333324,False,0.0
159,Borda,0.5516666666666667,True,0.0
159,IRV,0.5516666666666667,True,0.0
159,RankedPairs,0.5516666666666667,True,0.0
160,Plurality,0.51,True,0.0
160,Borda,0.5133333333333332,False,0.0
160,IRV,0.51,True,0.0
160,RankedPairs,0.51,True,0.0
161,Plurality,0.5199999999999999,True,0.0
161,Borda,0.5199999999999999,True,0.0
161,IRV,0.5199999999999999,True,0.0
161,RankedPairs,0.5199999999999999,True,0.0
162,Plurality,0.5016666666666667,,0.0
162,Borda,0.5099999999999997,,0.0
162,IRV,0.4883333333333335,,0.0
162,RankedPairs,0.5016666666666667,,0.0
163,Plurality,0.5683333333333335,True,0.0
163,Borda,0.5683333333333335,True,0.0
163,IRV,0.5683333333333335,True,0.0
163,RankedPairs,0.5683333333333335,True,0.0
164,Plurality,0.5300000000000001,True,0.0
164,Borda,0.5300000000000001,True,0.0
164,IRV,0.5300000000000001,True,0.0
